,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,shuffle
0,1,1,0.5664828322827816,0.7848166666666667,14.1882643699646,14.55012559890747,0.01,100,False
1,1,2,0.39149487713972725,0.8531166666666666,13.224682092666626,27.980905294418335,0.01,100,False
2,1,3,0.36182328368226685,0.8643666666666666,15.430372714996338,43.60300874710083,0.01,100,False
3,1,4,0.3466602628429731,0.87115,17.990512371063232,61.77572202682495,0.01,100,False
4,1,5,0.3333067687849204,0.8766333333333334,17.116898775100708,79.07197260856628,0.01,100,False
5,1,6,0.32220709721247354,0.8781333333333333,15.022692203521729,94.43013215065002,0.01,100,False
6,1,7,0.3136154702802499,0.8813,17.45154309272766,112.08878588676453,0.01,100,False
7,1,8,0.3136496775597334,0.8825666666666667,19.223876237869263,131.58077764511108,0.01,100,False
8,1,9,0.306450433122615,0.8852666666666666,15.14892292022705,146.9559133052826,0.01,100,False
9,1,10,0.3049526257937153,0.8864,15.46470308303833,162.73396849632263,0.01,100,False
